"CODE_IRIS","COM","DEP","LIBCOM","LIBIRIS","TRIRIS","GRD_QUART","TYP_IRIS","MODIF_IRIS","LAB_IRIS","P13_POP","P13_POP0024_CALC","P13_POP1824","P13_POP65P","P13_POP0014","P13_POP1529","P13_POP3044","P13_POP4559","P13_POP6074","P13_POP75P"
"920230303","92023","92","Clamart","La Gare 3","920581","9202303","H","00","1",2264,641,172,376,387,389,416,534,339,199
"920230304","92023","92","Clamart","La Gare 4","920581","9202303","H","00","1",2159,651,128,414,453,302,457,412,331,204
"920240401","92024","92","Clichy","Mozart","920621","9202404","H","00","2",3200,1213,477,253,634,874,778,523,286,105
"920240402","92024","92","Clichy","Maison du Peuple","920611","9202404","H","00","2",2352,687,225,250,412,667,665,256,229,123
"920240101","92024","92","Clichy","Vendome","920591","9202401","H","00","2",2229,616,261,288,289,572,620,383,234,131
"920240304","92024","92","Clichy","Berges de Seine-Beaujon","920641","9202403","H","00","2",4926,1761,403,541,1149,987,1295,774,363,357
"920240203","92024","92","Clichy","Rue du Port","920651","9202402","H","00","1",2445,760,214,263,492,529,726,336,243,118
"920240301","92024","92","Clichy","Quartier Nord","920641","9202403","H","00","1",2755,1013,247,416,623,530,528,499,340,234
"920240302","92024","92","Clichy","Gabriel Peri","920641","9202403","H","00","1",1593,475,171,189,256,361,405,279,218,75
"920240303","92024","92","Clichy","Bateliers","920631","9202403","H","00","1",1614,525,162,217,312,294,364,323,246,75
"920240102","92024","92","Clichy","Pasteur-Gesnouin","920591","9202401","H","00","2",2337,647,203,188,404,542,694,409,234,54
"920240103","92024","92","Clichy","Centre-Ville","920591","9202401","H","00","1",2617,698,200,259,445,553,810,457,260,91
"920240104","92024","92","Clichy","S.n.c.f","920591","9202401","H","00","2",3329,947,245,254,643,714,1052,517,317,86
"920240403","92024","92","Clichy","Klock","920621","9202404","H","00","2",2095,656,271,156,353,626,523,371,156,65
"920240202","92024","92","Clichy","Bac d'Asnieres-Beregovoy","920651","9202402","H","00","1",2145,693,190,134,452,421,646,375,198,53
"920240504","92024","92","Clichy","Cite Nouvelle","920601","9202405","H","00","1",3101,966,282,275,622,618,968,490,272,131
"920240601","92024","92","Clichy","Palloy-Paymal","920631","9202406","H","00","1",4526,1446,327,452,969,797,1202,904,435,219
"920240201","92024","92","Clichy","Teinturiers","920651","9202402","H","00","1",2651,816,240,393,489,478,541,556,445,142
"920240502","92024","92","Clichy","Calmette","920601","9202405","H","00","1",2757,759,196,328,505,566,662,556,354,114
"920240404","92024","92","Clichy","Sanzillon","920621","9202404","H","00","1",2451,904,168,221,646,373,634,488,205,104
"920240405","92024","92","Clichy","Morel","920611","9202404","H","00","2",2657,892,216,246,577,520,696,491,252,121
"920240602","92024","92","Clichy","Gambetta","920631","9202406","H","00","1",3325,801,230,540,516,691,941,450,386,340
"920240503","92024","92","Clichy","Chance-Milly","920601","9202405","H","00","1",2327,622,182,279,384,501,654,379,269,141
"920240501","92024","92","Clichy","Entree de Ville","920611","9202405","H","00","2",1825,492,127,223,342,347,530,313,211,84
"920250104","92025","92","Colombes","Victor Hugo","920661","9202501","H","00","1",2419,853,184,301,568,425,621,389,224,192
"920250106","92025","92","Colombes","Mairie-Forum","920751","9202501","H","00","1",2011,567,163,283,364,349,516,344,285,152
"920250101","92025","92","Colombes","Saint-Denis","920751","9202501","H","00","1",2478,799,214,296,510,475,569,505,224,195
"920250105","92025","92","Colombes","Monts Clairs","920741","9202501","H","00","1",2077,667,131,338,414,360,433,441,234,195
"920250103","92025","92","Colombes","Agent Sarre","920661","9202501","H","00","1",2692,843,172,309,588,476,641,513,316,158
"920250205","92025","92","Colombes","Gare du Stade","920691","9202502","H","00","2",2536,951,205,275,635,505,551,477,214,153
"920250206","92025","92","Colombes","Stade Berthelot","920691","9202502","H","00","1",2167,822,225,236,480,479,451,430,192,135
"920250102","92025","92","Colombes","Marceau-Champarons","920661","9202501","H","00","1",2816,931,213,380,629,474,706,521,290,196
"920250111","92025","92","Colombes","Leon Bourgeois","920731","9202501","H","00","1",2739,878,155,350,638,446,678,493,378,106
"920250113","92025","92","Colombes","Centre Ville-Eglise St-Pierre St-Paul","920741","9202501","H","00","1",3018,995,239,404,656,499,676,638,354,193
"920250201","92025","92","Colombes","Fosses Jean Nord-Stalingrad-Tour z","920701","9202502","H","00","1",2407,951,198,293,651,418,493,420,300,126
"920250202","92025","92","Colombes","Foss. Jean Nord-Gymnase-Parc Caillebotte","920701","9202502","H","00","1",2185,879,207,232,546,446,444,424,202,124
"920250203","92025","92","Colombes","Fosses Jean Sud","920701","9202502","H","00","1",2974,958,253,407,612,512,613,601,511,125
"920250204","92025","92","Colombes","Rousseau-Solferino","920701","9202502","H","00","1",2754,886,242,363,528,551,636,537,318,185
"920250306","92025","92","Colombes","Moslard-Agriculture","920681","9202503","H","00","1",2455,790,185,328,533,443,586,460,236,198
"920250401","92025","92","Colombes","Charles de Gaulle Sud-Victor Basch","920671","9202504","H","00","1",3613,1231,251,292,857,657,1035,617,324,122
"920250207","92025","92","Colombes","Audra-Paul Bert","920721","9202502","H","00","2",749,248,67,50,146,174,209,146,45,30
"920250208","92025","92","Colombes","Usine des Eaux-Ile Marante","920691","9202502","H","00","1",2077,769,210,343,452,430,390,397,166,243
"920250209","92025","92","Colombes","Gagarine","920721","9202502","H","00","2",1650,475,128,330,279,288,317,351,180,233
"920250210","92025","92","Colombes","Strasbourg","920721","9202502","H","00","2",2821,861,219,266,554,571,732,562,304,98
"920250211","92025","92","Colombes","Musiciens-Paul Bert","920721","9202502","H","00","2",1828,561,155,332,346,301,387,337,320,138
"920250212","92025","92","Colombes","Jeanne d'Arc-Salle des Fetes","920721","9202502","H","00","2",2520,750,190,350,481,480,551,487,318,204
"920250301","92025","92","Colombes","Les Greves","920681","9202503","H","00","1",2315,991,233,183,654,493,431,472,201,64
"920250302","92025","92","Colombes","Aragon Pavillonnaire","920681","9202503","H","00","1",3696,1276,357,387,746,751,777,845,366,211
"920250303","92025","92","Colombes","Salvador Allende-Egalite","920711","9202503","H","00","2",2678,944,215,313,642,500,640,446,294,157
"920250304","92025","92","Colombes","Gabriel Peri-Ilot26","920711","9202503","H","00","1",2874,1049,221,243,673,485,663,635,298,120
"920250305","92025","92","Colombes","Cimetiere-Ilot 1","920711","9202503","H","00","1",2333,751,169,478,498,368,488,374,382,225
"920250107","92025","92","Colombes","Cerisiers","920751","9202501","H","00","1",2275,586,109,476,409,333,531,388,363,252
"920250108","92025","92","Colombes","Les Vallees","920741","9202501","H","00","1",2572,843,265,337,487,542,551,536,251,207
"920250402","92025","92","Colombes","Canibouts-Champy","920671","9202504","H","00","1",2676,1064,303,217,615,611,533,551,275,91
"920250403","92025","92","Colombes","Jeanne Gleuzer-Gros Gres","920671","9202504","H","00","1",4004,1405,392,418,858,811,932,798,414,191
"920250109","92025","92","Colombes","Henri Barbusse Sud","920731","9202501","H","00","1",3598,1295,355,318,804,758,851,712,336,137
"920250110","92025","92","Colombes","Wiener-Garamont","920731","9202501","H","00","1",2570,906,159,327,617,408,644,464,247,189
"920260304","92026","92","Courbevoie","Lalyre","920811","9202603","H","00","1",1848,479,124,430,297,322,469,220,293,247
"920260305","92026","92","Courbevoie","Fallet","920811","9202603","H","00","1",2397,685,171,307,466,414,762,346,237,172
"920260202","92026","92","Courbevoie","Villebois-Mareuil","920821","9202602","H","00","1",2236,560,135,429,363,367,484,445,331,246
"920260203","92026","92","Courbevoie","Franklin","920821","9202602","H","00","1",4030,1187,261,529,782,686,1071,747,510,234
"920260204","92026","92","Courbevoie","Charcot","920811","9202602","H","00","2",2497,818,156,356,592,369,621,403,332,180
"920260301","92026","92","Courbevoie","Quinet","920801","9202603","H","00","1",2111,579,130,305,393,344,557,350,282,185
"920260302","92026","92","Courbevoie","Vigny","920801","9202603","H","00","2",2129,518,113,341,371,360,599,350,224,225
"920260303","92026","92","Courbevoie","Bertalot","920801","9202603","H","00","1",2553,854,217,301,544,497,621,492,253,146
"920260601","92026","92","Courbevoie","Visien","920791","9202606","H","00","2",2556,656,164,417,440,446,732,371,393,174
"920260602","92026","92","Courbevoie","Kruger","920791","9202606","H","00","2",3869,1193,310,502,753,694,941,784,436,261
"920260402","92026","92","Courbevoie","Gaultier","920841","9202604","H","00","1",2696,790,259,344,451,622,635,474,357,157
"920260101","92026","92","Courbevoie","Blondel","920761","9202601","H","00","1",2989,850,275,340,496,742,830,495,221,206
"920260102","92026","92","Courbevoie","d'Estienne d'Orves","920761","9202601","H","00","1",2482,723,224,350,402,463,599,499,319,201
"920260103","92026","92","Courbevoie","Jean Blot","920761","9202601","H","00","1",2725,759,183,342,479,533,706,543,308,155
"920260201","92026","92","Courbevoie","Dubonnet","920821","9202602","H","00","1",4169,1283,352,544,815,771,1066,810,432,275
"920260501","92026","92","Courbevoie","Regnault","920771","9202605","H","00","1",1966,643,206,293,374,369,394,384,333,112
"920260502","92026","92","Courbevoie","Segoffin","920771","9202605","H","00","1",2540,744,290,359,378,675,574,445,250,217
"920260503","92026","92","Courbevoie","Essling","920771","9202605","H","00","2",3519,1028,255,327,671,703,1029,681,255,180
"920260504","92026","92","Courbevoie","Arletty","920781","9202605","H","00","2",1700,574,129,187,384,334,443,285,189,64
"920260505","92026","92","Courbevoie","Diderot","920781","9202605","H","00","1",3308,1098,224,255,778,506,1115,543,290,76
"920260506","92026","92","Courbevoie","Dominos","920781","9202605","H","00","1",1660,582,182,188,320,392,265,374,244,66
"920260702","92026","92","Courbevoie","Hotel de Ville","920831","9202607","H","00","2",2172,716,222,188,432,459,497,451,254,78
"920260703","92026","92","Courbevoie","Carole Hubert","920831","9202607","H","00","2",2397,722,199,323,435,495,518,516,268,164
"920260603","92026","92","Courbevoie","Parmentier","920791","9202606","H","00","1",2597,662,186,333,430,487,736,477,236,232
"920260701","92026","92","Courbevoie","de Gaulle","920831","9202607","H","00","2",1941,492,139,526,316,272,328,363,377,285
"920260406","92026","92","Courbevoie","Arche","920841","9202604","H","1Z","2",4832,1715,571,236,1036,1235,1513,685,273,90
"920260403","92026","92","Courbevoie","Schweitzer","920841","9202604","H","00","2",2606,772,222,329,465,618,634,437,282,170
"920260704","92026","92","Courbevoie","Montagne","920791","9202607","H","00","1",2801,760,251,627,393,529,501,552,486,339
"920260705","92026","92","Courbevoie","Sainte-Marie","920831","9202607","H","00","2",1303,230,97,400,108,217,243,230,270,235
"920260404","92026","92","Courbevoie","Fauvelles","920841","9202604","H","1Z","2",5779,2069,330,330,1528,941,1842,1003,308,157
"920260405","92026","92","Courbevoie","Etudiants","920841","9202604","H","1Z","2",3115,1403,563,124,733,985,874,368,55,100
"920320106","92032","92","Fontenay-aux-Roses","Pierrelais","920861","9203201","H","00","1",1771,501,135,350,305,316,371,325,256,198
"920320107","92032","92","Fontenay-aux-Roses","Pervenches","920851","9203201","H","00","1",2037,763,288,227,385,500,384,447,226,95
"920320101","92032","92","Fontenay-aux-Roses","Scarron","920861","9203201","H","00","1",2045,549,103,378,363,324,494,389,253,223
"920320102","92032","92","Fontenay-aux-Roses","Buffets-Fauvettes","920871","9203201","H","00","1",2085,729,276,304,379,473,426,363,253,192
"920320103","92032","92","Fontenay-aux-Roses","Paradis-Blagis","920871","9203201","H","00","1",1749,579,205,229,292,374,379,370,224,110
"920320104","92032","92","Fontenay-aux-Roses","Gare-La Roue","920871","9203201","H","00","1",1968,584,229,408,284,444,304,410,254,272
"920320105","92032","92","Fontenay-aux-Roses","Parc","920861","9203201","H","00","1",2588,801,131,390,572,381,641,447,366,180
"920320110","92032","92","Fontenay-aux-Roses","Renards","920851","9203201","H","00","1",1692,444,125,339,265,258,296,418,296,160
"920320108","92032","92","Fontenay-aux-Roses","Val Content","920861","9203201","H","00","1",1976,688,147,340,466,317,469,295,230,199
"920320109","92032","92","Fontenay-aux-Roses","Ormeaux","920851","9203201","H","00","1",2379,768,220,372,489,366,516,498,311,199
"920320111","92032","92","Fontenay-aux-Roses","Rer-Lombart","920871","9203201","H","00","1",2087,674,295,300,307,504,379,465,276,156
"920330108","92033","92","Garches","Poincare","920881","9203301","H","00","1",2244,774,190,347,506,366,428,448,317,179
"920330103","92033","92","Garches","Les Bures","920891","9203301","H","00","1",1498,474,83,246,329,194,363,272,241,98
"920330104","92033","92","Garches","Cote Saint-Louis","920891","9203301","H","00","1",1739,576,104,271,401,299,388,298,183,170
"920330106","92033","92","Garches","Petit Garches","920881","9203301","H","00","1",1882,647,176,292,396,324,348,435,208,171
"920330107","92033","92","Garches","Porte Jaune","920881","9203301","H","00","1",2848,918,268,396,508,522,604,618,356,240
"920330105","92033","92","Garches","Mairie","920881","9203301","H","00","1",1894,486,96,633,314,252,339,267,298,424
"920330101","92033","92","Garches","Buzenval","920891","9203301","H","00","1",3706,1359,305,507,873,590,751,811,437,244
"920330102","92033","92","Garches","La Verboise","920891","9203301","H","00","1",1958,532,98,341,383,265,451,400,326,134
"920350102","92035","92","La Garenne-Colombes","Champs Philippe Sud","920911","9203501","H","00","1",2462,721,185,255,448,489,665,475,254,131
"920350101","92035","92","La Garenne-Colombes","Zac de Charlebourg","920911","9203501","H","00","1",2840,993,282,370,611,595,682,474,262,216
"920350110","92035","92","La Garenne-Colombes","Chateau Ridel","920901","9203501","H","00","1",3110,998,215,392,668,498,738,659,382,167
"920350111","92035","92","La Garenne-Colombes","Plaisance","920921","9203501","H","00","1",3426,1191,241,348,829,575,862,665,327,168
"920350112","92035","92","La Garenne-Colombes","Moulin Bailly","920921","9203501","H","00","2",1815,562,161,126,362,301,535,387,158,72
"920350109","92035","92","La Garenne-Colombes","Chedal Anglay","920911","9203501","H","00","1",2997,1014,230,311,670,620,740,523,315,128
"920350105","92035","92","La Garenne-Colombes","Sartoris","920901","9203501","H","00","1",2615,698,188,382,446,489,627,530,288,236
"920350106","92035","92","La Garenne-Colombes","Vallees","920921","9203501","H","00","1",1790,478,142,243,297,363,501,315,156,158
"920350103","92035","92","La Garenne-Colombes","General Leclerc","920901","9203501","H","00","1",2189,660,204,266,394,505,589,353,181,167
"920350104","92035","92","La Garenne-Colombes","Mederic","920921","9203501","H","00","1",2637,796,167,382,497,456,595,532,369,188
"920350108","92035","92","La Garenne-Colombes","Souvenir Francais","920901","9203501","H","00","1",2618,773,236,294,449,575,679,527,233,153
"920360103","92036","92","Gennevilliers","Luth 3","920971","9203601","H","00","2",1502,661,201,162,398,335,221,290,192,65
"920360104","92036","92","Gennevilliers","Luth 4","920971","9203601","H","00","1",2644,1015,254,381,633,544,546,409,343,168
"920360101","92036","92","Gennevilliers","Luth 1","920971","9203601","H","00","2",1996,843,190,153,536,447,400,370,206,36
"920360102","92036","92","Gennevilliers","Luth 2","920971","9203601","H","00","1",1630,609,130,193,430,312,273,309,233,73
"920360501","92036","92","Gennevilliers","Village Chandon 1","920961","9203605","H","00","1",3211,1037,231,452,708,608,735,521,494,145
"920360201","92036","92","Gennevilliers","Fosse de l'Aumone 1","920931","9203602","H","00","2",2247,782,202,297,485,483,483,378,247,171
"920360503","92036","92","Gennevilliers","Village Chandon 3","920951","9203605","H","00","1",3559,1266,288,327,854,744,791,642,403,125
"920360202","92036","92","Gennevilliers","Fosse de l'Aumone 2","920931","9203602","H","00","1",2314,812,278,256,432,562,452,492,277,99
"920360203","92036","92","Gennevilliers","Fosse de l'Aumone 3","920931","9203602","H","00","1",2005,656,153,373,446,298,434,321,300,206
"920360502","92036","92","Gennevilliers","Village Chandon 2","920951","9203605","H","00","1",3514,1257,289,435,860,671,930,493,368,192
"920360402","92036","92","Gennevilliers","Gresillons 2","920961","9203604","H","00","1",3091,897,270,447,527,591,775,581,448,168
"920360403","92036","92","Gennevilliers","Gresillons 3","920961","9203604","H","00","1",2805,913,257,536,529,501,524,533,491,226
"920360404","92036","92","Gennevilliers","Gresillons 4","920951","9203604","H","00","2",922,181,50,166,116,125,195,213,237,35
"920360303","92036","92","Gennevilliers","Agnettes 3","920941","9203603","H","00","1",2338,809,189,307,519,470,486,453,240,170
"920360204","92036","92","Gennevilliers","Fosse de l'Aumone 4","920931","9203602","H","00","2",1777,556,207,279,276,385,310,407,283,116
"920360301","92036","92","Gennevilliers","Agnettes 1","920941","9203603","H","00","1",2522,782,208,463,474,499,512,425,369,244
"920360504","92036","92","Gennevilliers","Village Chandon 4","920951","9203605","H","00","1",2388,894,232,210,564,521,574,376,263,91
"920360401","92036","92","Gennevilliers","Gresillons 1","920961","9203604","H","00","1",850,288,99,153,122,198,140,182,138,70
"920360302","92036","92","Gennevilliers","Agnettes 2","920941","9203603","H","00","2",1906,627,207,217,361,489,457,296,171,132
"920400404","92040","92","Issy-les-Moulineaux","Epinettes","920991","9204004","H","00","1",4089,1351,319,323,853,802,1013,894,441,85
"920400502","92040","92","Issy-les-Moulineaux","La Ferme","921011","9204005","H","00","1",5286,1669,543,401,958,1166,1612,953,371,225
"920400101","92040","92","Issy-les-Moulineaux","Les Varennes Foucher Lepelletier","921021","9204001","H","00","1",3201,812,221,467,540,597,877,550,383,254
"920400501","92040","92","Issy-les-Moulineaux","Chemins des Vignes","920991","9204005","H","00","2",2859,850,240,278,515,708,716,552,237,131
"920400204","92040","92","Issy-les-Moulineaux","Travailleurs","921001","9204002","H","00","1",3090,845,244,456,515,683,740,540,376,236
"920400301","92040","92","Issy-les-Moulineaux","Jules Guesde Montesy","921001","9204003","H","00","1",4738,1643,348,609,1000,885,1048,984,538,283
"920400401","92040","92","Issy-les-Moulineaux","Parc Henri Barbusse","921001","9204004","H","00","1",4252,1155,372,739,642,906,1057,717,502,428
"920400402","92040","92","Issy-les-Moulineaux","Fort Gardes Mobiles","921001","9204004","H","00","2",2087,778,176,91,491,429,571,473,87,36
"920400403","92040","92","Issy-les-Moulineaux","Verdi","920991","9204004","H","00","1",2741,836,239,400,492,541,593,612,259,244
"920400103","92040","92","Issy-les-Moulineaux","Corentin Celton","921021","9204001","H","00","1",5287,1289,454,1118,713,1168,1189,836,634,746
"920400201","92040","92","Issy-les-Moulineaux","Parc Jean Paul Ii","920981","9204002","H","00","1",3269,806,329,926,392,706,598,503,486,585
"920400202","92040","92","Issy-les-Moulineaux","Espaces Jeunes","920981","9204002","H","00","2",1712,473,110,261,315,296,422,322,236,122
"920400102","92040","92","Issy-les-Moulineaux","Matrat Voisembert","921021","9204001","H","00","2",2234,767,222,368,452,397,454,415,299,217
"920400701","92040","92","Issy-les-Moulineaux","Le Petit Pont Amphibie","921011","9204007","H","00","1",3275,998,259,262,664,556,849,722,388,96
"920400504","92040","92","Issy-les-Moulineaux","Colombiers 1","921011","9204005","H","1Z","2",5090,1600,461,327,998,1169,1546,840,435,101
"920400203","92040","92","Issy-les-Moulineaux","Palais des Congres Mail Menand","920981","9204002","H","00","1",3131,746,212,528,469,634,874,517,308,328
"920400601","92040","92","Issy-les-Moulineaux","Forum Seine","920981","9204006","H","00","1",4366,1421,413,387,903,953,1229,708,451,121
"920400505","92040","92","Issy-les-Moulineaux","Colombiers 2","921011","9204005","H","1Z","2",4954,1634,411,330,1040,995,1403,993,369,153
"920440109","92044","92","Levallois-Perret","Wilson-Rivay 1","921061","9204401","H","00","1",3171,854,193,420,601,613,947,443,355,211
"920440104","92044","92","Levallois-Perret","Maurice Ravel","921061","9204401","H","00","1",3108,1082,220,295,749,585,819,501,256,196
"920440110","92044","92","Levallois-Perret","Wilson-Rivay 2","921041","9204401","H","00","1",3102,1025,260,279,707,727,916,391,230,130
"920440108","92044","92","Levallois-Perret","Hotel de Ville-Planchette 2","921051","9204401","H","00","1",2196,711,164,340,475,383,565,339,226,209
"920440121","92044","92","Levallois-Perret","Eiffel 4","921081","9204401","H","00","1",2181,633,216,367,328,490,377,487,350,147
"920440105","92044","92","Levallois-Perret","Villiers-Danton 1","921031","9204401","H","00","2",2674,806,199,515,507,493,615,465,263,331
"920440106","92044","92","Levallois-Perret","Villiers-Danton 2","921031","9204401","H","00","1",2833,780,273,476,416,631,623,541,360,262
"920440107","92044","92","Levallois-Perret","Hotel de Ville-Planchette 1","921051","9204401","H","00","1",2251,620,122,533,407,357,398,378,402,310
"920440112","92044","92","Levallois-Perret","Trezel 2","921071","9204401","H","00","2",2381,693,223,204,406,580,671,427,184,113
"920440122","92044","92","Levallois-Perret","Eiffel 5","921081","9204401","H","00","2",2332,790,337,289,409,597,528,397,273,128
"920440123","92044","92","Levallois-Perret","Ile de la Jatte-Square Baudin","921031","9204401","H","1Z","2",2867,836,193,297,554,568,875,458,260,151
"920440111","92044","92","Levallois-Perret","Trezel 1","921071","9204401","H","00","2",3534,1029,234,346,701,650,1022,641,349,171
"920440103","92044","92","Levallois-Perret","Front de Seine 2","921061","9204401","H","00","2",3000,1107,247,272,737,543,808,538,217,156
"920440117","92044","92","Levallois-Perret","Henri Barbusse 2","921041","9204401","H","00","1",3087,866,266,407,553,697,828,472,329,209
"920440118","92044","92","Levallois-Perret","Eiffel 1","921041","9204401","H","00","1",2080,576,138,363,368,366,414,407,364,159
"920440119","92044","92","Levallois-Perret","Eiffel 2","921081","9204401","H","00","1",1777,441,162,400,230,283,272,404,395,193
"920440120","92044","92","Levallois-Perret","Eiffel 3","921071","9204401","H","00","2",2063,569,201,405,312,421,356,424,332,218
"920440125","92044","92","Levallois-Perret","Georges Pompidou","921051","9204401","H","1Z","2",2629,808,118,390,590,356,609,540,364,170
"920440113","92044","92","Levallois-Perret","Trezel 3","921071","9204401","H","00","2",3850,1311,315,330,881,727,1162,629,346,106
"920440114","92044","92","Levallois-Perret","Villiers-L. Michel 1","921091","9204401","H","00","1",2954,810,295,348,458,746,787,457,356,151
"920440124","92044","92","Levallois-Perret","Villiers-Cerdan","921031","9204401","H","1Z","2",3133,955,215,309,643,576,846,606,358,103
"920440116","92044","92","Levallois-Perret","Henri Barbusse 1","921091","9204401","H","00","2",2715,757,270,282,457,671,793,370,333,91
"920440126","92044","92","Levallois-Perret","Square Girault","921051","9204401","H","1Z","2",1904,557,165,423,313,378,365,345,277,225
"920440115","92044","92","Levallois-Perret","Villiers-L. Michel 2","921091","9204401","H","00","1",3442,995,313,388,619,796,914,547,379,188
"920460110","92046","92","Malakoff","Les Groux","921101","9204601","H","00","1",2461,778,173,475,520,376,517,425,353,270
"920460109","92046","92","Malakoff","Le Fort","921101","9204601","H","00","1",2370,772,163,120,550,458,694,454,170,44
"920460104","92046","92","Malakoff","Les Pierres Plates","921101","9204601","H","00","1",2728,764,183,519,498,436,661,456,398,280
"920460111","92046","92","Malakoff","Le Clos","921101","9204601","H","00","2",1780,574,177,233,327,340,393,386,264,70
"920460106","92046","92","Malakoff","Les Fosses Rouges","921111","9204601","H","00","1",3179,1028,429,386,474,820,695,672,331,188
"920460107","92046","92","Malakoff","Les Nouzeaux","921101","9204601","H","00","1",2605,655,208,434,365,546,549,546,359,241
"920460108","92046","92","Malakoff","Les Sablonnieres","921111","9204601","H","00","1",2159,711,241,214,395,475,529,430,218,111
"920460105","92046","92","Malakoff","Centre","921111","9204601","H","00","1",3523,981,348,482,573,745,765,741,456,243
"920460101","92046","92","Malakoff","Renovation","921111","9204601","H","00","1",2793,863,256,499,495,480,509,584,534,191
"920460102","92046","92","Malakoff","Nord","921111","9204601","H","00","1",3450,1037,404,434,529,872,827,638,398,186
"920460103","92046","92","Malakoff","Petit Vanves","921111","9204601","H","00","1",3257,940,257,310,570,738,922,579,333,114
"920470000","92047","92","Marnes-la-Coquette","Marnes-la-Coquette (commune non irisée)","ZZZZZZ","9204700","Z","00","5",1673,601,138,300,360,291,265,375,252,130
"920480203","92048","92","Meudon","Bas Meudon 1","921121","9204802","H","00","1",4765,1553,312,391,1081,816,1401,853,485,130
"920480204","92048","92","Meudon","Bas Meudon 2","921131","9204802","H","00","1",2180,779,195,293,460,448,412,453,235,172
"920480205","92048","92","Meudon","Le Centre 1","921131","9204802","H","00","1",2141,712,163,284,464,319,472,503,224,158
"920480105","92048","92","Meudon","Meudon La Foret 5","921161","9204801","H","00","2",2325,693,177,386,486,388,559,424,229,239
"920480106","92048","92","Meudon","Meudon La Foret 6","921161","9204801","H","00","1",3419,907,177,620,650,481,978,514,394,401
"920480107","92048","92","Meudon","Foret Domaniale","921161","9204801","H","00","3",192,42,12,23,22,48,38,59,12,14
"920480201","92048","92","Meudon","Bellevue 1","921121","9204802","H","00","1",1840,495,133,516,306,241,306,383,295,309
"920480202","92048","92","Meudon","Bellevue 2","921121","9204802","H","00","1",1964,526,137,544,314,292,323,390,297,347
"920480207","92048","92","Meudon","Val Fleury 1","921141","9204802","H","00","1",1734,501,101,361,355,239,369,316,269,186
"920480208","92048","92","Meudon","Val Fleury 2","921141","9204802","H","00","2",1868,560,167,313,318,367,399,372,218,195
"920480209","92048","92","Meudon","Val Fleury 3","921151","9204802","H","00","1",3354,1040,250,571,672,524,680,720,461,297
"920480206","92048","92","Meudon","Le Centre 2","921141","9204802","H","00","1",2411,767,205,352,459,472,482,490,349,158
"920480211","92048","92","Meudon","Le Centre 4","921151","9204802","H","00","1",2573,807,240,514,449,476,452,531,379,286
"920480212","92048","92","Meudon","Le Centre 5","921131","9204802","H","00","1",2596,774,186,573,496,375,438,556,395,335
"920480101","92048","92","Meudon","Meudon La Foret 1","921171","9204801","H","00","1",2503,756,181,524,474,387,453,540,364,285
"920480210","92048","92","Meudon","Le Centre 3","921151","9204802","H","00","1",2339,694,167,401,421,438,578,407,285,211
"920480103","92048","92","Meudon","Meudon La Foret 3","921171","9204801","H","00","1",2399,629,139,563,420,332,486,482,356,324
"920480104","92048","92","Meudon","Meudon La Foret 4","921161","9204801","H","00","1",2500,831,215,409,518,447,475,500,368,192
"920480102","92048","92","Meudon","Meudon le Foret 2","921171","9204801","H","00","2",1941,622,145,341,408,307,411,359,295,161
"920490106","92049","92","Montrouge","Bibliotheque Municipale","921201","9204901","H","00","2",4306,1368,482,396,764,1038,1180,779,368,176
"920490104","92049","92","Montrouge","Marcelin Berthelot","921201","9204901","H","00","1",2355,685,210,364,416,487,642,347,248,214
"920490105","92049","92","Montrouge","Jean Jaures","921191","9204901","H","00","1",2157,552,170,242,347,478,614,362,248,108
"920490101","92049","92","Montrouge","Centre Administratif-Mairie","921201","9204901","H","00","1",2399,775,339,404,379,546,476,477,282,239
"920490102","92049","92","Montrouge","Peri-Brossolette","921201","9204901","H","00","1",3392,1005,276,439,655,663,908,535,410,223
"920490103","92049","92","Montrouge","Camille Pelletan","921191","9204901","H","00","1",2167,558,192,272,304,498,606,382,249,128
"920490117","92049","92","Montrouge","Stade","921191","9204901","H","00","1",4341,1203,277,628,838,701,1128,804,522,347
"920490113","92049","92","Montrouge","Jules Ferry","921211","9204901","H","00","1",2606,707,170,404,475,475,651,438,329,238
"920490114","92049","92","Montrouge","Haut-Mesnil","921181","9204901","H","00","1",3047,751,186,551,501,498,745,592,375,336
"920490107","92049","92","Montrouge","Raymond Queneau","921221","9204901","H","00","2",2143,600,266,268,282,536,570,390,245,120
"920490108","92049","92","Montrouge","Dispensaire","921221","9204901","H","00","1",2325,609,192,503,380,384,560,366,321,314
"920490112","92049","92","Montrouge","Le Fort","921211","9204901","H","00","1",2802,658,138,515,464,487,731,489,304,328
"920490109","92049","92","Montrouge","Piscine","921221","9204901","H","00","2",2621,869,209,239,574,527,633,553,214,120
"920490115","92049","92","Montrouge","Chatillon-Montrouge","921181","9204901","H","00","1",2374,569,218,315,317,535,656,433,224,209
"920490116","92049","92","Montrouge","Renaudel","921181","9204901","H","00","1",2326,610,164,415,371,412,515,486,337,205
"920490110","92049","92","Montrouge","Aristide Briand","921221","9204901","H","00","1",5157,1666,497,449,1016,1154,1576,774,452,185
"920490111","92049","92","Montrouge","Boileau","921211","9204901","H","00","1",3139,906,231,280,612,633,978,563,200,153
